Iteration,SPSA,ADAM,COBYLA,GD
0,0.993063106198659,0.9999417843595525,0.9832554063761262,0.976845944116444
1,0.9786319272785237,0.9999417843593608,0.9633821350931822,0.9765497110492941
2,0.9806441464656677,0.9999417843596217,0.9491283132376608,0.977068033435528
3,0.9873155793985279,0.9999417843596439,0.9248548009494549,0.9768516428841717
4,0.9845089455044281,0.9999417843590422,0.8504455726833542,0.9765145195573297
5,0.9885059132985251,0.9999417843596702,0.9731493037213411,0.97725960680216
6,0.9897329763384035,0.9999417843595911,0.7147698680398145,0.9766493951928519
7,0.9768407358786186,0.9999417843596956,0.9843681234051656,0.9768755064089953
8,0.9914779790113284,0.99994178435962,0.8525826919483122,0.9774630221332672
9,0.977029852835465,0.9999417843596009,0.7999952446714141,0.9769752254919567
10,0.9880439350013516,0.9975020381322166,0.3302108533474142,0.972303668555223
11,0.9810893001211507,0.997502038130897,0.12136059336372274,0.9719861730209767
12,0.9951143996060517,0.997502038132653,0.11518775789973068,0.9725467879642085
13,0.9587117635603093,0.9975020381328056,0.11483133384703359,0.9723153050957218
14,0.9742031722064435,0.997502038128782,0.41810083711066726,0.9719400050416064
15,0.9801957833842327,0.9975020381332081,0.16838651226242218,0.9727600453126549
16,0.9568011996118813,0.9975020381322043,0.27557971536153514,0.9720799004275164
17,0.9868853463949695,0.9975020381327163,0.09048376148201653,0.9723388901667339
18,0.9725026234744462,0.9975020381330639,0.27287159699176566,0.9729988117435899
19,0.9718987724923097,0.9975020381326668,0.0539775851751183,0.972475142945249
20,0.9763759835981156,0.9926080419233579,0.20831331774061868,0.9666459925811756
21,0.9702819776293546,0.9926080419210019,0.11909729412091397,0.9663071182259212
22,0.9811202016758235,0.9926080419240264,0.2808796578347249,0.9669103955419682
23,0.9564275130073544,0.9926080419243632,0.09801506504812285,0.9666655840549334
24,0.9690535458334729,0.9926080419173372,0.09192007131843227,0.9662479590309684
25,0.9691535005498085,0.9926080419253434,0.06338208568425796,0.9671483680675287
26,0.9727114639408692,0.9926080419229323,0.09747195607017467,0.9663903160580617
27,0.9649534903363146,0.9926080419236746,0.049732146524045784,0.9666898412993467
28,0.9849804438101704,0.9926080419253863,0.05238302489848046,0.9674304821506431
29,0.9346240703963522,0.9926080419243429,0.06785207109686264,0.9668715097150437
30,0.9310474187879614,0.9839660352268117,0.05500682425424208,0.9595797409172
31,0.9695675119694488,0.983966035223058,0.042887671464189814,0.9592199329981297
32,0.9151251929162381,0.98396603522754,0.04232525820434174,0.9598640270116411
33,0.9656237304437371,0.9839660352283206,0.02493513134348202,0.9596097308500502
34,0.9074519166023213,0.9839660352177554,0.03184923670629769,0.9591456065079564
35,0.9531196062071393,0.9839660352299837,0.012250644621301543,0.9601302624409574
36,0.9428268044217264,0.9839660352256103,0.00940622352591447,0.9592866374011021
37,0.8905805433589435,0.9839660352268034,0.016989623371882923,0.9596360962621282
38,0.9040630905342391,0.9839660352306109,0.017354490939536116,0.9604656228188183
39,0.9124724244657059,0.9839660352285725,0.013442747419213585,0.9598740873485009
40,0.9157015175911309,0.9709649873167688,0.006127051451799703,0.9507438789038826
41,0.8989158480827066,0.970964987311575,0.0038097072288978406,0.9503640098799555
42,0.9175115127680082,0.9709649873172049,0.009202028759732861,0.9510440267062895
43,0.8988944098128018,0.9709649873189345,0.011159288561670366,0.950787041216543
44,0.9008241832768811,0.9709649873046805,0.03896037016755982,0.9502722926659132
45,0.9052902433469077,0.97096498732112,0.005670355953178996,0.9513427868976035
46,0.9261334467317808,0.9709649873145125,0.01957043501387734,0.9504068520035069
47,0.8683152521860921,0.9709649873162565,0.005862245219699802,0.9508174821307626
48,0.9014370464616145,0.9709649873227716,0.00325750517260881,0.9517435256520308
49,0.8722585851609225,0.9709649873195734,0.0044171375577538585,0.9511250899962028
50,0.9143192000836464,0.9532371207453681,0.003235529043071228,0.9396984852805171
51,0.8539676849583264,0.9532371207391086,0.007176243927087933,0.9392993517880363
52,0.8606798434173346,0.9532371207451967,0.005619123884000765,0.9400066878213029
53,0.8803744827443445,0.9532371207485001,0.006942519561584537,0.9397576489247493
54,0.8592505965526084,0.9532371207309133,0.004637027765692525,0.9391881520482686
55,0.8737511141628941,0.953237120750757,0.006471854941606847,0.9403432846260256
56,0.8034286258472653,0.9532371207420841,0.004667212442283075,0.9393098485737861
57,0.9177182213500309,0.9532371207444097,0.003521438626443607,0.9397946180364749
58,0.822473873980398,0.9532371207536189,0.002498955347230991,0.940824066357428
59,0.784585520499599,0.9532371207495716,0.0024323393231497903,0.9401879044975007
60,0.7365199939482253,0.9309984522405511,0.003672731921067096,0.9259086252359411
61,0.8421562118565189,0.9309984522336543,0.0020801105900967176,0.9254898883323049
62,0.6750939068937247,0.9309984522395419,0.004129536097671527,0.926212096873205
63,0.7924812924672909,0.9309984522447756,0.002359067705230089,0.9259861284068365
64,0.6725316490875132,0.9309984522247583,0.002173854642132933,0.9253574909514047
65,0.6693047176960092,0.9309984522466941,0.0020565875183710114,0.926593425441512
66,0.6826865929343259,0.9309984522363337,0.0021564805961200584,0.9254591804262831
67,0.6841072376126589,0.9309984522394533,0.0021441584952911485,0.9260324059235647
68,0.5997939738251676,0.9309984522507764,0.0022487614660121613,0.9271716679633485
69,0.7305946417391899,0.930998452246423,0.0019003322273649648,0.9265305760709504
70,0.6735664554677567,0.9045156002580075,0.001997334426321551,0.908714912031626
71,0.49392903599278637,0.9045156002504957,0.0016557147742751743,0.9082733665787976
72,0.4173385814733619,0.9045156002563107,0.0018709738829643108,0.9089949583289235
73,0.4790622984671833,0.9045156002631292,0.0016598075561669035,0.9088117092783943
74,0.4459320611919749,0.9045156002417813,0.001589755398680004,0.9081187386977903
75,0.400433441565621,0.904515600264847,0.0019329664499182497,0.9094302724479658
76,0.4176285719404218,0.9045156002528815,0.0019330180786030216,0.9081934725096592
77,0.44695582077306883,0.9045156002573139,0.0016875247334685595,0.9088701895154349
78,0.43892902195878747,0.9045156002701119,0.0016006373841684907,0.9101262429703766
79,0.39299686567729497,0.9045156002656943,0.0017539715804756328,0.9094959102911784
80,0.4296012792557472,0.8739947424580222,0.0017454275499533267,0.887277379316158
81,0.3889068743538501,0.8739947424497683,0.0014543018161096155,0.8868046223199244
82,0.46399581979212856,0.8739947424559422,0.0014742426706950695,0.8875090850053984
83,0.32048679214778697,0.8739947424637617,0.0014065882979139577,0.8873917816056349
84,0.23578809937261191,0.8739947424419254,0.0012498543545795826,0.8866277809076087
85,0.3606428619629535,0.873994742465634,0.0011440051768164539,0.8880110251367773
86,0.31640890693457424,0.8739947424519919,0.0011843912728554118,0.8866701383867308
87,0.17512643649471815,0.8739947424581124,0.0011403417287623174,0.8874653747643158
88,0.15279454659713299,0.8739947424721048,0.0011827672353664775,0.888847764350383
89,0.19495010795234902,0.8739947424676271,0.0011499171260380692,0.8882449387224076
90,0.2102542509578902,0.83961690767658,0.0010416660727387006,0.8604755268266808
91,0.1302100179169351,0.8396169076673816,0.0011882025884699665,0.8599553347994741
92,0.1846223729734917,0.8396169076742842,0.0010364435282169682,0.8606283721896172
93,0.10171198257925507,0.8396169076826143,0.0010454087563152026,0.8606016563915356
94,0.14269199705551416,0.8396169076608317,0.0010001197049850363,0.8597578055720965
95,0.1055075527557342,0.8396169076849483,0.001046219154353989,0.8612142222405079
96,0.12377837645719925,0.8396169076695962,0.0009841826544058074,0.8597654004404456
97,0.09524331286269838,0.8396169076775304,0.0009142256064541554,0.8606935434254385
98,0.1438254305594654,0.8396169076928176,0.0008491044791573144,0.8622172029146284
99,0.09120802332552624,0.8396169076881327,0.0009668436425523952,0.861656725048148
100,0.06823567863057689,0.8011394845286606,0.0008470502208711705,0.8267480738123277
101,0.1424120042623196,0.8011394845182422,0.0009318818781064442,0.8261539755641083
102,0.10592813324679384,0.8011394845260126,0.000839012939887529,0.8267876835420293
103,0.04564922149344697,0.8011394845345597,0.0008645855156311777,0.8268742568865711
104,0.09795969940482807,0.8011394845132436,0.0008039165230068201,0.8259394137318202
105,0.025325449779565856,0.8011394845375659,0.0006870460248222798,0.8274808067248589
106,0.016599056784038835,0.8011394845205773,0.000805927931012973,0.8259144401924353
107,0.07942892180891237,0.8011394845303256,0.0007237599982093945,0.8269885910202016
108,0.07317072996064444,0.8011394845472619,0.0007057959851826112,0.8286770374617448
109,0.018602225961739216,0.8011394845420918,0.0006763980849411322,0.8281679766497028
110,0.006816868628290007,0.7582725212541287,0.0006935896092421512,0.7838688041334103
111,0.03211140778617816,0.7582725212422438,0.000691164406556144,0.7831623656408727
112,0.03471263657693857,0.7582725212508935,0.0006871128973398033,0.7837600583606681
113,0.03153512223365185,0.758272521259398,0.0006314726972468376,0.7839763273396517
114,0.05868356418041265,0.7582725212389966,0.0006501051737280994,0.7829374500303729
115,0.030304735269349403,0.7582725212632546,0.0006340647316442904,0.7845913519844061
116,0.006529139681939911,0.7582725212448489,0.0005952766302600443,0.7828886905931075
117,0.03312060975723374,0.7582725212562555,0.000569077497158399,0.7841189004186393
118,0.038941765236142234,0.7582725212752641,0.0005450833299525115,0.7860070687039241
119,0.03425166965259119,0.7582725212693197,0.0005116553197629381,0.7855483038744606
120,0.02752329283023558,0.711169925469127,0.0005557503917602569,0.7287074101397544
121,0.013490870504798469,0.7111699254556297,0.0005007692960653509,0.7278377814637627
122,0.024612577153234616,0.7111699254651587,0.000480615182334998,0.7284196787813624
123,0.023481814105500987,0.7111699254732635,0.0004886115725243334,0.72877047121336
124,0.012079209419039283,0.7111699254542705,0.0004900082985689336,0.7276135363516756
125,0.023767211817207978,0.7111699254781692,0.0004581761449278243,0.7294282958656804
126,0.009007727082708916,0.7111699254587299,0.0004578817302758331,0.72756053876662
127,0.01472286634291875,0.711169925471397,0.00045581944302208743,0.7289475885686033
128,0.028063534470390228,0.7111699254928691,0.00048795286388247927,0.7310830539070696
129,0.05011490041451916,0.7111699254859134,0.0004592753637644442,0.7306585586659335
130,0.012487355649153042,0.660427686892447,0.00046351440331671157,0.6571957802311634
131,0.02782076794118038,0.6604276868772778,0.00045865199708605697,0.6561018283605305
132,0.007813042697143113,0.6604276868876997,0.00047449035656066396,0.6567126190717125
133,0.002413599415142964,0.6604276868949395,0.00042206579862591465,0.6571844947992345
134,0.027230247904217908,0.6604276868778404,0.00041314604707709535,0.655895527502957
135,0.035565496267666696,0.6604276869010879,0.00041672300641193427,0.6579430715188526
136,0.032706973711839504,0.6604276868812091,0.00040954914449520263,0.655878596784004
137,0.01888656658681276,0.6604276868944521,0.00039379649151771723,0.6573961424910366
138,0.03967633540949911,0.6604276869187362,0.00038518388149544336,0.6598356763818128
139,0.04149515868307074,0.6604276869105743,0.0003842129572148023,0.6594097040361703
140,0.03579062109586728,0.6070362344065354,0.00037693004861405477,0.5651701379916714
141,0.04384475312171243,0.6070362343897402,0.0003765136907744049,0.5637899131990853
142,0.0423511608018321,0.6070362344010611,0.00036807835672414413,0.5645082314987107
143,0.04705474840435209,0.6070362344068932,0.00036709294243131296,0.5650607354684499
144,0.02608242133315153,0.6070362343920889,0.0003485367858685473,0.5636272207159334
145,0.020480034511939804,0.6070362344144398,0.00033200823745049846,0.5659954073135786
146,0.03730722822855914,0.6070362343949619,0.0003186230885906527,0.5637273761053426
147,0.04273019696913949,0.607036234407793,0.00030676602343304715,0.5652823353240781
148,0.009890602788555136,0.6070362344351523,0.0002957659769262655,0.5680755707915662
149,0.01062485344260744,0.6070362344256247,0.00028048070181829754,0.5675887390625104
150,0.024570266923460315,0.5522798545601115,0.0002746675071172433,0.45150173806227745
151,0.018613023522959127,0.5522798545418757,0.0002657534731221878,0.44980226788446
152,0.02279770224653699,0.5522798545540791,0.000261274163946168,0.45074160969127197
153,0.03094371672685825,0.5522798545579192,0.0002595640111476838,0.45130004546304936
154,0.01999731544342087,0.5522798545456562,0.0002484275401992697,0.44971660728753693
155,0.017028123980229237,0.5522798545669629,0.00023458215685012718,0.45246704207374533
156,0.02536852380780641,0.5522798545489469,0.00022698884485405912,0.45007864542185083
157,0.02766566805493509,0.5522798545601285,0.00022453558653900973,0.4514540527891199
158,0.02813980051932652,0.5522798545906826,0.00022796699202098925,0.45459687358848233
159,0.02495655912739958,0.5522798545796315,0.00021071826364649215,0.45396837381111343
160,0.024813038334702053,0.497391295611624,0.00020477400330098927,0.32439039544789094
161,0.02771798355942512,0.497391295592295,0.00020015093394265548,0.32243400060316785
162,0.013825325899222252,0.49739129560542816,0.00020461799494220223,0.3236954585941798
163,0.01536909238813633,0.49739129560668216,0.00020842601248560744,0.32416448900575356
164,0.014210376867220598,0.4973912955969303,0.00018681606807791074,0.32245384030356505
165,0.014884450330368226,0.4973912956172495,0.00018886032139475706,0.3255103863979866
166,0.04025477595578564,0.4973912956018367,0.00018463534782586777,0.3232626178072575
167,0.0375781170543098,0.4973912956100559,0.00018318699841946007,0.3241186428123869
168,0.03729894871505557,0.4973912956436938,0.0001800698391904998,0.32746385357521834
169,0.035705626437436244,0.4973912956309565,0.0001694938564488213,0.3266166171098529
170,0.010780211401477668,0.4429885172469977,0.00018156352299647516,0.2051665099031954
171,0.012206874754257191,0.44298851722712207,0.0001735963149923636,0.20317740818742247
172,0.031899623976778146,0.4429885172414192,0.00017034004489879795,0.20472065460744282
173,0.037499042347575284,0.4429885172394936,0.00016867910257956087,0.2050450918035689
174,0.037122361882517385,0.442988517231934,0.00015676618589433033,0.20329503711721808
175,0.032066870982425666,0.4429885172515784,0.0001501812672037861,0.20631976356108683
176,0.005894246651809154,0.442988517239679,0.00014953559963215568,0.2046235443055463
177,0.011491866212996693,0.442988517243899,0.00014878686651798034,0.20470856131522208
178,0.015878024518397038,0.4429885172801835,0.0001416150937401106,0.2079023716881776
179,0.018144146190504196,0.4429885172655793,0.00014378761547362284,0.20683223266885753
180,0.01320489700858718,0.3893594896918824,0.00014607901014285218,0.11676248823823832
181,0.012172826798466652,0.3893594896721524,0.00013382164222885962,0.1150517835041639
182,0.014198841742826818,0.3893594896879664,0.0001339052182386391,0.11662906730136147
183,0.014136357293326629,0.3893594896823799,0.00013833056021106405,0.11684900981828028
184,0.02476404884479333,0.38935948967655376,0.00013475007915431103,0.11520782043994426
185,0.021450063116290607,0.3893594896958724,0.00013895247310957703,0.11771959184611669
186,0.02355169886432429,0.38935948968807943,0.00013177084270232786,0.11685069930140746
187,0.027216474467258833,0.3893594896877186,0.00013119716804743664,0.11629849587199614
188,0.010006510069913155,0.38935948972588685,0.00013018681948917532,0.11892311281889889
189,0.007717812947207525,0.38935948970921364,0.00013319022529112434,0.11776142972241033
190,0.016459990459765317,0.3376646022256049,0.0001311796026303158,0.06460534520161476
191,0.01963811142266969,0.33766460220673855,0.00012664711659993166,0.06335029313197527
192,0.02279796885202856,0.3376646022242581,0.00012168330851425324,0.06469809800882531
193,0.02241066127124458,0.33766460221482064,0.00011749102965152858,0.06489061517489914
194,0.016496290219663035,0.3376646022102969,0.00011365470184754312,0.06347830091534168
195,0.015730325768001818,0.3376646022293496,0.00011159361990509264,0.06521905659854477
196,0.02994400841892242,0.337664602226178,0.00011077537996939668,0.06508834263313645
197,0.0331032492262171,0.3376646022209431,0.00011310008154263862,0.06430298821362057
198,0.015618725584089499,0.33766460225995953,0.00011076346505911605,0.06617050456422247
199,0.011877716010844197,0.33766460224107975,0.00011063736271776925,0.06511063477725365
